x 	 y 	 b 	 n 	 func
 0.200000 	 0.210000 	 1.550000 	 19.000000 	 0.497189
 0.200000 	 0.210000 	 1.605000 	 1.000000 	 0.343945
 0.200000 	 0.210000 	 1.605000 	 7.000000 	 0.502574
 0.200000 	 0.210000 	 1.605000 	 19.000000 	 0.498419
 0.200000 	 0.210000 	 1.660000 	 1.000000 	 0.337516
 0.200000 	 0.210000 	 1.660000 	 7.000000 	 0.503830
 0.200000 	 0.210000 	 1.660000 	 19.000000 	 0.499524
 0.200000 	 0.210000 	 1.715000 	 1.000000 	 0.331238
 0.200000 	 0.210000 	 1.715000 	 7.000000 	 0.504876
 0.200000 	 0.210000 	 1.715000 	 19.000000 	 0.500522
 0.200000 	 0.210000 	 1.770000 	 1.000000 	 0.325114
 0.200000 	 0.210000 	 1.770000 	 7.000000 	 0.505717
 0.200000 	 0.210000 	 1.770000 	 19.000000 	 0.501424
 0.200000 	 0.210000 	 1.825000 	 1.000000 	 0.319150
 0.200000 	 0.210000 	 1.825000 	 7.000000 	 0.506359
 0.200000 	 0.210000 	 1.825000 	 19.000000 	 0.502244
 0.200000 	 0.210000 	 1.880000 	 1.000000 	 0.313346
 0.200000 	 0.210000 	 1.880000 	 7.000000 	 0.506809
 0.200000 	 0.210000 	 1.880000 	 19.000000 	 0.502990
 0.200000 	 0.210000 	 1.935000 	 1.000000 	 0.307702
 0.200000 	 0.210000 	 1.935000 	 7.000000 	 0.507072
 0.200000 	 0.210000 	 1.935000 	 19.000000 	 0.503673
 0.200000 	 0.210000 	 1.990000 	 1.000000 	 0.302216
 0.200000 	 0.210000 	 1.990000 	 7.000000 	 0.507156
 0.200000 	 0.210000 	 1.990000 	 19.000000 	 0.504301
 0.200000 	 0.210000 	 2.045000 	 1.000000 	 0.296887
 0.200000 	 0.210000 	 2.045000 	 7.000000 	 0.507067
 0.200000 	 0.210000 	 2.045000 	 19.000000 	 0.504882
 0.200000 	 0.260000 	 1.000000 	 1.000000 	 0.495158
 0.200000 	 0.260000 	 1.000000 	 7.000000 	 0.526133
 0.200000 	 0.260000 	 1.000000 	 19.000000 	 0.526590
 0.200000 	 0.260000 	 1.055000 	 1.000000 	 0.490729
 0.200000 	 0.260000 	 1.055000 	 7.000000 	 0.531877
 0.200000 	 0.260000 	 1.055000 	 19.000000 	 0.532396
 0.200000 	 0.260000 	 1.110000 	 1.000000 	 0.485231
 0.200000 	 0.260000 	 1.110000 	 7.000000 	 0.536856
 0.200000 	 0.260000 	 1.110000 	 19.000000 	 0.537342
 0.200000 	 0.260000 	 1.165000 	 1.000000 	 0.478956
 0.200000 	 0.260000 	 1.165000 	 7.000000 	 0.541255
 0.200000 	 0.260000 	 1.165000 	 19.000000 	 0.541589
 0.200000 	 0.260000 	 1.220000 	 1.000000 	 0.472129
 0.200000 	 0.260000 	 1.220000 	 7.000000 	 0.545211
 0.200000 	 0.260000 	 1.220000 	 19.000000 	 0.545263
 0.200000 	 0.260000 	 1.275000 	 1.000000 	 0.464921
 0.200000 	 0.260000 	 1.275000 	 7.000000 	 0.548823
 0.200000 	 0.260000 	 1.275000 	 19.000000 	 0.548463
 0.200000 	 0.260000 	 1.330000 	 1.000000 	 0.457467
 0.200000 	 0.260000 	 1.330000 	 7.000000 	 0.552161
 0.200000 	 0.260000 	 1.330000 	 19.000000 	 0.551267
 0.200000 	 0.260000 	 1.385000 	 1.000000 	 0.449871
 0.200000 	 0.260000 	 1.385000 	 7.000000 	 0.555270
 0.200000 	 0.260000 	 1.385000 	 19.000000 	 0.553740
 0.200000 	 0.260000 	 1.440000 	 1.000000 	 0.442211
 0.200000 	 0.260000 	 1.440000 	 7.000000 	 0.558179
 0.200000 	 0.260000 	 1.440000 	 19.000000 	 0.555932
 0.200000 	 0.260000 	 1.495000 	 1.000000 	 0.434551
 0.200000 	 0.260000 	 1.495000 	 7.000000 	 0.560905
 0.200000 	 0.260000 	 1.495000 	 19.000000 	 0.557884
 0.200000 	 0.260000 	 1.550000 	 1.000000 	 0.426936
 0.200000 	 0.260000 	 1.550000 	 7.000000 	 0.563458
 0.200000 	 0.260000 	 1.550000 	 19.000000 	 0.559632
 0.200000 	 0.260000 	 1.605000 	 1.000000 	 0.419403
 0.200000 	 0.260000 	 1.605000 	 7.000000 	 0.565838
 0.200000 	 0.260000 	 1.605000 	 19.000000 	 0.561202
 0.200000 	 0.260000 	 1.660000 	 1.000000 	 0.411978
 0.200000 	 0.260000 	 1.660000 	 7.000000 	 0.568047
 0.200000 	 0.260000 	 1.660000 	 19.000000 	 0.562616
 0.200000 	 0.260000 	 1.715000 	 1.000000 	 0.404681
 0.200000 	 0.260000 	 1.715000 	 7.000000 	 0.570082
 0.200000 	 0.260000 	 1.715000 	 19.000000 	 0.563893
 0.200000 	 0.260000 	 1.770000 	 1.000000 	 0.397528
 0.200000 	 0.260000 	 1.770000 	 7.000000 	 0.571939
 0.200000 	 0.260000 	 1.770000 	 19.000000 	 0.565048
 0.200000 	 0.260000 	 1.825000 	 1.000000 	 0.390528
 0.200000 	 0.260000 	 1.825000 	 7.000000 	 0.573616
 0.200000 	 0.260000 	 1.825000 	 19.000000 	 0.566094
 0.200000 	 0.260000 	 1.880000 	 1.000000 	 0.383688
 0.200000 	 0.260000 	 1.880000 	 7.000000 	 0.575111
 0.200000 	 0.260000 	 1.880000 	 19.000000 	 0.567042
 0.200000 	 0.260000 	 1.935000 	 1.000000 	 0.377013
 0.200000 	 0.260000 	 1.935000 	 7.000000 	 0.576422
 0.200000 	 0.260000 	 1.935000 	 19.000000 	 0.567901
 0.200000 	 0.260000 	 1.990000 	 1.000000 	 0.370504
 0.200000 	 0.260000 	 1.990000 	 7.000000 	 0.577548
 0.200000 	 0.260000 	 1.990000 	 19.000000 	 0.568681
 0.200000 	 0.260000 	 2.045000 	 1.000000 	 0.364162
 0.200000 	 0.260000 	 2.045000 	 7.000000 	 0.578491
 0.200000 	 0.260000 	 2.045000 	 19.000000 	 0.569388
 0.200000 	 0.310000 	 1.000000 	 1.000000 	 0.561801
 0.200000 	 0.310000 	 1.000000 	 7.000000 	 0.566129
 0.200000 	 0.310000 	 1.000000 	 19.000000 	 0.566329
 0.200000 	 0.310000 	 1.055000 	 1.000000 	 0.559739
 0.200000 	 0.310000 	 1.055000 	 7.000000 	 0.573193
 0.200000 	 0.310000 	 1.055000 	 19.000000 	 0.573668
 0.200000 	 0.310000 	 1.110000 	 1.000000 	 0.555957
 0.200000 	 0.310000 	 1.110000 	 7.000000 	 0.579117
 0.200000 	 0.310000 	 1.110000 	 19.000000 	 0.579887
 0.200000 	 0.310000 	 1.165000 	 1.000000 	 0.550873
 0.200000 	 0.310000 	 1.165000 	 7.000000 	 0.584170
 0.200000 	 0.310000 	 1.165000 	 19.000000 	 0.585203
 0.200000 	 0.310000 	 1.220000 	 1.000000 	 0.544813
 0.200000 	 0.310000 	 1.220000 	 7.000000 	 0.588573
 0.200000 	 0.310000 	 1.220000 	 19.000000 	 0.589783
 0.200000 	 0.310000 	 1.275000 	 1.000000 	 0.538031
 0.200000 	 0.310000 	 1.275000 	 7.000000 	 0.592498
 0.200000 	 0.310000 	 1.275000 	 19.000000 	 0.593757
 0.200000 	 0.310000 	 1.330000 	 1.000000 	 0.530727
 0.200000 	 0.310000 	 1.330000 	 7.000000 	 0.596076
