x 	 y 	 b 	 n 	 func
 0.200000 	 1.018182 	 1.100000 	 7.000000 	 0.405198
 0.200000 	 1.018182 	 1.100000 	 19.000000 	 0.412817
 0.200000 	 1.018182 	 1.200000 	 1.000000 	 0.345616
 0.200000 	 1.018182 	 1.200000 	 7.000000 	 0.665530
 0.200000 	 1.018182 	 1.200000 	 19.000000 	 0.652081
 0.200000 	 1.018182 	 1.300000 	 1.000000 	 0.494395
 0.200000 	 1.018182 	 1.300000 	 7.000000 	 0.687619
 0.200000 	 1.018182 	 1.300000 	 19.000000 	 0.691349
 0.200000 	 1.018182 	 1.400000 	 1.000000 	 0.614295
 0.200000 	 1.018182 	 1.400000 	 7.000000 	 0.655083
 0.200000 	 1.018182 	 1.400000 	 19.000000 	 0.674447
 0.200000 	 1.018182 	 1.500000 	 1.000000 	 0.708842
 0.200000 	 1.018182 	 1.500000 	 7.000000 	 0.649723
 0.200000 	 1.018182 	 1.500000 	 19.000000 	 0.650244
 0.200000 	 1.018182 	 1.600000 	 1.000000 	 0.782040
 0.200000 	 1.018182 	 1.600000 	 7.000000 	 0.655637
 0.200000 	 1.018182 	 1.600000 	 19.000000 	 0.630985
 0.200000 	 1.018182 	 1.700000 	 1.000000 	 0.837670
 0.200000 	 1.018182 	 1.700000 	 7.000000 	 0.645155
 0.200000 	 1.018182 	 1.700000 	 19.000000 	 0.617098
 0.200000 	 1.018182 	 1.800000 	 1.000000 	 0.879038
 0.200000 	 1.018182 	 1.800000 	 7.000000 	 0.615268
 0.200000 	 1.018182 	 1.800000 	 19.000000 	 0.609974
 0.200000 	 1.018182 	 1.900000 	 1.000000 	 0.908920
 0.200000 	 1.018182 	 1.900000 	 7.000000 	 0.580925
 0.200000 	 1.018182 	 1.900000 	 19.000000 	 0.606928
 0.200000 	 1.018182 	 2.000000 	 1.000000 	 0.929598
 0.200000 	 1.018182 	 2.000000 	 7.000000 	 0.558881
 0.200000 	 1.018182 	 2.000000 	 19.000000 	 0.605700
 0.200000 	 1.109091 	 1.000000 	 1.000000 	 -0.228264
 0.200000 	 1.109091 	 1.000000 	 7.000000 	 -0.458867
 0.200000 	 1.109091 	 1.000000 	 19.000000 	 -0.457922
 0.200000 	 1.109091 	 1.100000 	 1.000000 	 -0.018671
 0.200000 	 1.109091 	 1.100000 	 7.000000 	 -0.050224
 0.200000 	 1.109091 	 1.100000 	 19.000000 	 -0.053008
 0.200000 	 1.109091 	 1.200000 	 1.000000 	 0.177821
 0.200000 	 1.109091 	 1.200000 	 7.000000 	 0.469824
 0.200000 	 1.109091 	 1.200000 	 19.000000 	 0.481119
 0.200000 	 1.109091 	 1.300000 	 1.000000 	 0.349560
 0.200000 	 1.109091 	 1.300000 	 7.000000 	 0.723450
 0.200000 	 1.109091 	 1.300000 	 19.000000 	 0.703975
 0.200000 	 1.109091 	 1.400000 	 1.000000 	 0.493722
 0.200000 	 1.109091 	 1.400000 	 7.000000 	 0.729470
 0.200000 	 1.109091 	 1.400000 	 19.000000 	 0.729520
 0.200000 	 1.109091 	 1.500000 	 1.000000 	 0.611614
 0.200000 	 1.109091 	 1.500000 	 7.000000 	 0.677698
 0.200000 	 1.109091 	 1.500000 	 19.000000 	 0.704069
 0.200000 	 1.109091 	 1.600000 	 1.000000 	 0.706202
 0.200000 	 1.109091 	 1.600000 	 7.000000 	 0.661920
 0.200000 	 1.109091 	 1.600000 	 19.000000 	 0.673271
 0.200000 	 1.109091 	 1.700000 	 1.000000 	 0.780886
 0.200000 	 1.109091 	 1.700000 	 7.000000 	 0.671169
 0.200000 	 1.109091 	 1.700000 	 19.000000 	 0.649441
 0.200000 	 1.109091 	 1.800000 	 1.000000 	 0.838935
 0.200000 	 1.109091 	 1.800000 	 7.000000 	 0.670446
 0.200000 	 1.109091 	 1.800000 	 19.000000 	 0.631362
 0.200000 	 1.109091 	 1.900000 	 1.000000 	 0.883261
 0.200000 	 1.109091 	 1.900000 	 7.000000 	 0.645886
 0.200000 	 1.109091 	 1.900000 	 19.000000 	 0.619746
 0.200000 	 1.109091 	 2.000000 	 1.000000 	 0.916357
 0.200000 	 1.109091 	 2.000000 	 7.000000 	 0.606451
 0.200000 	 1.109091 	 2.000000 	 19.000000 	 0.614842
 0.381818 	 0.200000 	 1.000000 	 1.000000 	 0.225520
 0.381818 	 0.200000 	 1.000000 	 7.000000 	 0.258382
 0.381818 	 0.200000 	 1.000000 	 19.000000 	 0.258368
 0.381818 	 0.200000 	 1.100000 	 1.000000 	 0.231331
 0.381818 	 0.200000 	 1.100000 	 7.000000 	 0.280234
 0.381818 	 0.200000 	 1.100000 	 19.000000 	 0.280171
 0.381818 	 0.200000 	 1.200000 	 1.000000 	 0.234294
 0.381818 	 0.200000 	 1.200000 	 7.000000 	 0.301477
 0.381818 	 0.200000 	 1.200000 	 19.000000 	 0.301310
 0.381818 	 0.200000 	 1.300000 	 1.000000 	 0.235168
 0.381818 	 0.200000 	 1.300000 	 7.000000 	 0.322415
 0.381818 	 0.200000 	 1.300000 	 19.000000 	 0.322081
 0.381818 	 0.200000 	 1.400000 	 1.000000 	 0.234521
 0.381818 	 0.200000 	 1.400000 	 7.000000 	 0.343213
 0.381818 	 0.200000 	 1.400000 	 19.000000 	 0.342661
 0.381818 	 0.200000 	 1.500000 	 1.000000 	 0.232770
 0.381818 	 0.200000 	 1.500000 	 7.000000 	 0.363938
 0.381818 	 0.200000 	 1.500000 	 19.000000 	 0.363159
 0.381818 	 0.200000 	 1.600000 	 1.000000 	 0.230229
 0.381818 	 0.200000 	 1.600000 	 7.000000 	 0.384593
 0.381818 	 0.200000 	 1.600000 	 19.000000 	 0.383639
 0.381818 	 0.200000 	 1.700000 	 1.000000 	 0.227128
 0.381818 	 0.200000 	 1.700000 	 7.000000 	 0.405133
 0.381818 	 0.200000 	 1.700000 	 19.000000 	 0.404140
 0.381818 	 0.200000 	 1.800000 	 1.000000 	 0.223640
 0.381818 	 0.200000 	 1.800000 	 7.000000 	 0.425490
 0.381818 	 0.200000 	 1.800000 	 19.000000 	 0.424683
 0.381818 	 0.200000 	 1.900000 	 1.000000 	 0.219893
 0.381818 	 0.200000 	 1.900000 	 7.000000 	 0.445580
 0.381818 	 0.200000 	 1.900000 	 19.000000 	 0.445280
 0.381818 	 0.200000 	 2.000000 	 1.000000 	 0.215984
 0.381818 	 0.200000 	 2.000000 	 7.000000 	 0.465317
 0.381818 	 0.200000 	 2.000000 	 19.000000 	 0.465937
 0.381818 	 0.290909 	 1.000000 	 1.000000 	 0.303835
 0.381818 	 0.290909 	 1.000000 	 7.000000 	 0.314299
 0.381818 	 0.290909 	 1.000000 	 19.000000 	 0.314321
 0.381818 	 0.290909 	 1.100000 	 1.000000 	 0.315989
 0.381818 	 0.290909 	 1.100000 	 7.000000 	 0.340292
 0.381818 	 0.290909 	 1.100000 	 19.000000 	 0.340358
 0.381818 	 0.290909 	 1.200000 	 1.000000 	 0.323362
 0.381818 	 0.290909 	 1.200000 	 7.000000 	 0.365065
 0.381818 	 0.290909 	 1.200000 	 19.000000 	 0.365167
